Vou No.,Vou Date,Party Name,GSTIN No.,City,Place of Supply,,Product Name,HSN Code,Quantity-1,Item Amount,Expense / Discount,Tax %,Taxable Amt.,IGST,CGST,SGST,Cess,Bill Amount
SE/109,27 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.01,5,"1,167.62",0,29.19,29.19,0,"2,63,804.00"
SE/121,27 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,327,"2,54,748.57",-0.09,5,"2,54,748.57",0,"6,368.71","6,368.71",0,"3,09,747.00"
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,5,"7,425.85",-0.08,18,"7,425.85",0,668.33,668.33,0,"3,09,747.00"
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,750.00",-0.08,18,"17,750.00",0,"1,597.50","1,597.50",0,"3,09,747.00"
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.08,5,"1,167.62",0,29.19,29.19,0,"3,09,747.00"
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,20,"8,601.69",-0.08,18,"8,601.69",0,774.15,774.15,0,"3,09,747.00"
SE/110,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",-0.08,5,"1,121.90",0,28.05,28.05,0,"3,09,747.00"
SE/122,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,252.54",0,18,"2,252.54",0,202.73,202.73,0,"2,776.00"
SE/122,28 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,776.00"
SE/111,29 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,329,"2,56,306.67",0.25,5,"2,56,306.67",0,"6,407.67","6,407.67",0,"2,70,042.00"
SE/111,29 June 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.25,5,875.71,0,21.89,21.89,0,"2,70,042.00"
SE/124,01 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,352,"2,74,224.76",-0.11,5,"2,74,224.76",0,"6,855.62","6,855.62",0,"3,10,348.00"
SE/124,01 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,435.00",-0.1,18,"17,435.00",0,"1,569.15","1,569.15",0,"3,10,348.00"
SE/124,01 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",-0.1,5,"1,751.43",0,43.79,43.79,0,"3,10,348.00"
SE/153,01 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,252.54",0,18,"2,252.54",0,202.73,202.73,0,"3,012.00"
SE/153,01 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,0,18,300,0,27,27,0,"3,012.00"
SE/125,02 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,340,"2,64,876.19",0,5,"2,64,876.19",0,"6,621.90","6,621.90",0,"2,78,733.00"
SE/125,02 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"2,78,733.00"
SE/126,03 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,375,"2,92,142.86",0.25,5,"2,92,142.86",0,"7,303.57","7,303.57",0,"3,08,283.00"
SE/126,03 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0.25,5,"1,459.52",0,36.49,36.49,0,"3,08,283.00"
SE/154,03 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,413
SE/154,03 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,0,18,300,0,27,27,0,413
SE/127,04 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,355,"2,76,561.90",-0.17,5,"2,76,561.90",0,"6,914.05","6,914.05",0,"2,91,285.00"
SE/127,04 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,-0.16,5,291.9,0,7.3,7.3,0,"2,91,285.00"
SE/127,04 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.16,5,560.95,0,14.02,14.02,0,"2,91,285.00"
SE/155,04 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,236
SE/128,05 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,513,"3,99,651.43",-0.11,5,"3,99,651.43",0,"9,991.29","9,991.29",0,"4,42,659.00"
SE/128,05 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,435.00",-0.1,18,"17,435.00",0,"1,569.15","1,569.15",0,"4,42,659.00"
SE/128,05 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,8,"2,335.24",-0.1,5,"2,335.24",0,58.38,58.38,0,"4,42,659.00"
SE/156,05 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,261.02,0,18,261.02,0,23.49,23.49,0,544
SE/156,05 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,544
SE/129,06 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,265,"2,06,447.62",0,5,"2,06,447.62",0,"5,161.19","5,161.19",0,"2,17,383.00"
SE/129,06 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.01,5,583.81,0,14.6,14.6,0,"2,17,383.00"
SE/157,06 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,295
SE/157,06 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,295
SE/130,07 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,50,"38,952.38",0.25,5,"38,952.38",0,973.81,973.81,0,"41,207.00"
SE/130,07 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"41,207.00"
SE/131,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,282,"2,19,691.43",0.1,5,"2,19,691.43",0,"5,492.29","5,492.29",0,"2,62,472.00"
SE/131,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,14,"24,409.00",0.09,18,"24,409.00",0,"2,196.81","2,196.81",0,"2,62,472.00"
SE/131,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.09,5,"1,167.62",0,29.19,29.19,0,"2,62,472.00"
SE/131,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,3,"1,682.86",0.09,5,"1,682.86",0,42.07,42.07,0,"2,62,472.00"
SE/158,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,202.54",0,18,"2,202.54",0,198.23,198.23,0,"2,717.00"
SE/158,08 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,717.00"
SE/132,09 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,450,"3,50,571.43",0.24,5,"3,50,571.43",0,"8,764.29","8,764.29",0,"3,69,633.00"
SE/132,09 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,5,"1,459.52",0.25,5,"1,459.52",0,36.49,36.49,0,"3,69,633.00"
SE/133,10 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,334,"2,60,201.90",0,5,"2,60,201.90",0,"6,505.05","6,505.05",0,"2,74,979.00"
SE/133,10 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,3,"1,682.86",0,5,"1,682.86",0,42.07,42.07,0,"2,74,979.00"
SE/159,10 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"4,405.08",0,18,"4,405.08",0,396.46,396.46,0,"5,434.00"
SE/159,10 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"5,434.00"
SE/134,11 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,311,"2,42,283.81",0.11,5,"2,42,283.81",0,"6,057.10","6,057.10",0,"2,78,255.00"
SE/134,11 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,11,"19,178.50",0.12,18,"19,178.50",0,"1,726.07","1,726.07",0,"2,78,255.00"
SE/134,11 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.12,5,"1,167.62",0,29.19,29.19,0,"2,78,255.00"
SE/160,11 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,464.41",0,18,"2,464.41",0,221.8,221.8,0,"3,262.00"
SE/160,11 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,-0.01,18,300,0,27,27,0,"3,262.00"
SE/135,12 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,316,"2,46,179.05",0,5,"2,46,179.05",0,"6,154.48","6,154.48",0,"2,59,714.00"
SE/135,12 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.01,5,"1,167.62",0,29.19,29.19,0,"2,59,714.00"
SE/161,12 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,211.02,0,18,211.02,0,18.99,18.99,0,721
SE/161,12 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,400,0,18,400,0,36,36,0,721
SE/136,13 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,275,"2,14,238.10",0.25,5,"2,14,238.10",0,"5,355.95","5,355.95",0,"2,26,672.00"
SE/136,13 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,458.90",0.25,18,"1,458.90",0,131.3,131.3,0,"2,26,672.00"
SE/152,14 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.5,5,291.9,0,7.3,7.3,0,307
SE/137,15 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,295,"2,29,819.05",-0.15,5,"2,29,819.05",0,"5,745.48","5,745.48",0,"2,68,055.00"
SE/137,15 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,13,"22,665.50",-0.16,18,"22,665.50",0,"2,039.90","2,039.90",0,"2,68,055.00"
SE/162,15 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/138,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,372,"2,89,805.71",0.01,5,"2,89,805.71",0,"7,245.14","7,245.14",0,"3,20,295.00"
SE/138,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,8,"2,335.24",0,5,"2,335.24",0,58.38,58.38,0,"3,20,295.00"
SE/138,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,21,"10,482.20",0,18,"10,482.20",0,943.4,943.4,0,"3,20,295.00"
SE/138,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,2,"1,121.90",0,5,"1,121.90",0,28.05,28.05,0,"3,20,295.00"
SE/163,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,177
SE/163,16 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,177
SE/139,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,378,"2,94,480.00",0,5,"2,94,480.00",0,"7,362.00","7,362.00",0,"3,26,004.00"
SE/139,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 Kg ,27111100,1,"1,458.90",0.01,18,"1,458.90",0,131.3,131.3,0,"3,26,004.00"
SE/139,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,6,"10,461.00",0.01,18,"10,461.00",0,941.49,941.49,0,"3,26,004.00"
SE/139,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,7,"2,043.33",0.01,5,"2,043.33",0,51.08,51.08,0,"3,26,004.00"
SE/139,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.01,5,560.95,0,14.02,14.02,0,"3,26,004.00"
SE/164,17 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/140,18 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,256,"1,99,436.19",-0.08,5,"1,99,436.19",0,"4,985.90","4,985.90",0,"2,61,430.00"
SE/140,18 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,25,"43,587.50",-0.08,18,"43,587.50",0,"3,922.88","3,922.88",0,"2,61,430.00"
SE/140,18 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,-0.08,5,560.95,0,14.02,14.02,0,"2,61,430.00"
SE/165,18 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,202.54",0,18,"2,202.54",0,198.23,198.23,0,"2,717.00"
SE/165,18 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,"2,717.00"
SE/141,19 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,311,"2,42,283.81",-0.12,5,"2,42,283.81",0,"6,057.10","6,057.10",0,"2,58,294.00"
SE/141,19 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,743.50",-0.12,18,"1,743.50",0,156.92,156.92,0,"2,58,294.00"
SE/141,19 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,6,"1,751.43",-0.12,5,"1,751.43",0,43.79,43.79,0,"2,58,294.00"
SE/166,19 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,100,0,18,100,0,9,9,0,590
SE/166,19 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,400,0,18,400,0,36,36,0,590
SE/142,20 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,289,"2,25,144.76",0.25,5,"2,25,144.76",0,"5,628.62","5,628.62",0,"2,36,709.00"
SE/142,20 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"2,36,709.00"
SE/167,20 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/143,22 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,256,"1,99,436.19",0.08,5,"1,99,436.19",0,"4,985.90","4,985.90",0,"2,32,127.00"
SE/143,22 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,435.00",0.07,18,"17,435.00",0,"1,569.15","1,569.15",0,"2,32,127.00"
SE/143,22 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,7,"2,043.33",0.07,5,"2,043.33",0,51.08,51.08,0,"2,32,127.00"
SE/168,22 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/144,23 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,272,"2,11,900.95",0.01,5,"2,11,900.95",0,"5,297.52","5,297.52",0,"2,23,698.00"
SE/144,23 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0,5,583.81,0,14.6,14.6,0,"2,23,698.00"
SE/144,23 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"2,23,698.00"
SE/169,23 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,266.10",0,18,"2,266.10",0,203.95,203.95,0,"2,910.00"
SE/169,23 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,200,0,18,200,0,18,18,0,"2,910.00"
SE/145,24 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,344,"2,67,992.38",0.01,5,"2,67,992.38",0,"6,699.81","6,699.81",0,"2,83,207.00"
SE/145,24 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"2,83,207.00"
SE/145,24 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"2,83,207.00"
SE/146,25 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,252,"1,96,320.00",-0.08,5,"1,96,320.00",0,"4,908.00","4,908.00",0,"2,36,157.00"
SE/146,25 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,435.00",-0.08,18,"17,435.00",0,"1,569.15","1,569.15",0,"2,36,157.00"
SE/146,25 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,-0.08,5,583.81,0,14.6,14.6,0,"2,36,157.00"
SE/146,25 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,15,"7,487.29",-0.08,18,"7,487.29",0,673.86,673.86,0,"2,36,157.00"
SE/147,26 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,404,"3,14,735.24",0.01,5,"3,14,735.24",0,"7,868.38","7,868.38",0,"3,32,287.00"
SE/147,26 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0,5,"1,167.62",0,29.19,29.19,0,"3,32,287.00"
SE/147,26 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0,5,560.95,0,14.02,14.02,0,"3,32,287.00"
SE/148,27 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,304,"2,36,830.48",0.11,5,"2,36,830.48",0,"5,920.76","5,920.76",0,"2,53,400.00"
SE/148,27 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,2,"3,487.00",0.11,18,"3,487.00",0,313.83,313.83,0,"2,53,400.00"
SE/148,27 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,2,583.81,0.11,5,583.81,0,14.6,14.6,0,"2,53,400.00"
SE/149,29 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,308,"2,39,946.67",-0.11,5,"2,39,946.67",0,"5,998.67","5,998.67",0,"2,73,743.00"
SE/149,29 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,435.00",-0.1,18,"17,435.00",0,"1,569.15","1,569.15",0,"2,73,743.00"
SE/149,29 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.1,5,"1,167.62",0,29.19,29.19,0,"2,73,743.00"
SE/170,29 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,118
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,348,"2,71,108.57",0.04,5,"2,71,108.57",0,"6,777.71","6,777.71",0,"2,94,652.00"
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,1,"1,743.50",0.03,18,"1,743.50",0,156.92,156.92,0,"2,94,652.00"
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,3,875.71,0.03,5,875.71,0,21.89,21.89,0,"2,94,652.00"
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,2,"2,447.46",0.03,18,"2,447.46",0,220.27,220.27,0,"2,94,652.00"
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 Kg ND CYLINDER FTL [POS],27111100,6,"2,994.92",0.03,18,"2,994.92",0,269.54,269.54,0,"2,94,652.00"
SE/150,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.03,5,560.95,0,14.02,14.02,0,"2,94,652.00"
SE/171,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,202.54",0,18,"2,202.54",0,198.23,198.23,0,"2,953.00"
SE/171,30 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,300,0,18,300,0,27,27,0,"2,953.00"
SE/151,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,370,"2,88,247.62",0,5,"2,88,247.62",0,"7,206.19","7,206.19",0,"3,16,819.00"
SE/151,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,6,"10,461.00",0.01,18,"10,461.00",0,941.49,941.49,0,"3,16,819.00"
SE/151,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.01,5,"1,167.62",0,29.19,29.19,0,"3,16,819.00"
SE/151,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.95,0.01,5,560.95,0,14.02,14.02,0,"3,16,819.00"
SE/172,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,100,0,18,100,0,9,9,0,177
SE/172,31 July 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,50,0,18,50,0,4.5,4.5,0,177
SE/173,01 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,306,"2,38,388.57",-0.24,5,"2,38,388.57",0,"5,959.71","5,959.71",0,"2,50,896.00"
SE/173,01 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,10 KG EXTRA LITE,27111100,1,560.48,-0.25,5,560.48,0,14.01,14.01,0,"2,50,896.00"
SE/203,01 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,21.19,-0.01,18,21.19,0,1.91,1.91,0,25
SE/174,02 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,396,"3,08,502.86",0.06,5,"3,08,502.86",0,"7,712.57","7,712.57",0,"3,37,530.00"
SE/174,02 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,6,"10,488.00",0.05,18,"10,488.00",0,943.92,943.92,0,"3,37,530.00"
SE/174,02 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",0.05,5,"1,167.62",0,29.19,29.19,0,"3,37,530.00"
SE/202,02 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,18_AMOUNT,732111,0,"2,668.64",0,18,"2,668.64",0,240.18,240.18,0,"3,621.00"
SE/202,02 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,SERVICE_18,996913,0,400,0,18,400,0,36,36,0,"3,621.00"
SE/175,03 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,283,"2,20,470.48",-0.14,5,"2,20,470.48",0,"5,511.76","5,511.76",0,"2,53,346.00"
SE/175,03 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,19 KG XTRA TEJ,27111100,10,"17,480.00",-0.13,18,"17,480.00",0,"1,573.20","1,573.20",0,"2,53,346.00"
SE/175,03 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,4,"1,167.62",-0.13,5,"1,167.62",0,29.19,29.19,0,"2,53,346.00"
SE/176,04 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,69,"53,754.29",0.24,5,"53,754.29",0,"1,343.86","1,343.86",0,"56,749.00"
SE/176,04 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,1,291.9,0.25,5,291.9,0,7.3,7.3,0,"56,749.00"
SE/177,05 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,14.2 Kg [Non/Sub Dom H/Hold].,27111100,377,"2,93,700.95",0,5,"2,93,700.95",0,"7,342.52","7,342.52",0,"3,10,838.00"
SE/177,05 August 2024,Customer Cash Party,,CHANSMA,Gujarat,,5 KG HOUSEHOLD,27111100,8,"2,335.24",0.01,5,"2,335.24",0,58.38,58.38,0,"3,10,838.00"
